Company,Job_Openings,Job_Contents,Salaey,Address,Others,Welfare,Url,Linux,Shell,Python,MySQL,MS SQL,PostgreSQL,Oracle,ETL,Git,Github,hadoop,Azure,AWS,Hive,Tableau,Power BI​,Data Modeling,Google Analytics,Matlab,R,Go,Java,JavaScript,jQuery,Node.js,CSS,HTML,PHP,C,C++,C#
孚創雲端股份有限公司,Data Engineer / 資料工程 (DED #539),"The Data Engineering Team is looking for talented data engineers that would love to manage more than 100 million patent documents and process the legal and non-patent data as our need for intelligent insights grows along with InQuartik. Your work will provide our internal teams with visibility into how InQuartik’s products are being used and how we can better serve our customers. If you are data curious, excited about designing and developing data pipelines, and motivated by having impact on the business, we want to hear from you.

You will:
• Identify data needs for data science and product teams, understand their specific requirements for metrics and analysis, and build reliable, efficient and scalable data pipelines to enable data-driven decisions across InQuartik
• Drive the collection of new data and the refinement of existing data sources, develop relationships with product teams to manage our data structures as the InQuarik product evolves
",待遇面議,台北市內湖區基湖路32號6樓,"• BA/BS degree in Computer Science, Mathematics or related technical field, or equivalent practical experience.
• Familiar with Java or Python
• Familiar with Object Oriented Programming
• Experience with at least one of databases and search platforms such as PostgreSQL, MySQL, MariaDB, MongoDB, Solr, Elasticsearch.
• Ability to work both collectively and independently
 

Nice to have
• Experience with Linux Operating System  is plus
• Experience with JAXB, Object-Relational Mapping Framwork(e.g. Hibernate, MyBatis, SQLAlchemy) is plus
• Experience with Java Multi-Processing/Multi-Threading is plus
• Experience with Database Maintenance is plus","• 彈性上下班：上下班彈性外加一個半小時午休， 讓您自由調整作息時段，每天上班都是最佳狀態！ 

• 零食與飲料：隨手可得的零食飲料，還有一元零食彩蛋！ 

• 免費晚餐應援：靈感正熱不想暫停？沒問題！ 每週一到四，我們提供免費晚餐給加班的同仁，省去您外出吃飯的困擾，更專注於手頭工作。 

• 學習發展：專業與技術課程的學習及費用補助，幫助你強人一等！ 

• 津貼與聚餐：三節贈送貼心禮品或禮金，不論是結婚、生育、生病慰問、喪葬慰問，都有津貼與補助，當然還有不可少的每季歡樂部門聚餐、專案達成聚餐、年終尾牙大餐與精彩抽獎。 

• 社團補助玩起來：愛吃、愛玩、愛運動？ 沒問題！孚創雲端有各式社團，還補助社團參加費用，歡迎多才多藝的您加入，一起認真工作、用力玩！

• 舒適辦公環境：明亮開放的舒適空間，B1有健身房，鼓勵大家保持運動習慣，維持身體健康！ 

• 定期身心refresh：InQuartik重視每位員工的健康，故在試用期通過後， 可選擇價值一萬元的健康檢查或者旅遊補助，讓您放心充電，後顧無虞。 

• 季得休假 記得休假：不想苦等特休？沒問題！自到職日起算，每季都能得到特休，鼓勵你努力工作之餘也要記得好好休假! 

• 舒舒服服的過生日：想過個舒適愜意的生日？沒問題！ 在生日當天，可選擇窩在家裡遠端工作(Work From Home)，泡杯咖啡放點音樂，免去通勤困擾，享受步調自由的一天。
 
• BYOD補助：孚創雲端的協作工具相容性高、規格要求少，可自由選擇採行Bring Your Own Device (BYOD) 方案，選擇此方案同仁每年均可取得軟硬體升級的額外津貼。 

• 人才推薦獎金：鼓勵內部人員推薦，為InQuartik找到更多優質的國內、外好夥伴。 

• 綜合型薪酬制度：提供優異的整體薪酬，除高於業界之薪資水準與獎金外，我們更重視與一同創業打拼的夥伴共享奮鬥果實，有條件優渥之股票選擇權，讓熱情投入的夥伴打造自己的事業舞台，成為創業股東，共同分享經營利潤。 

• 交通便捷：位處西湖捷運站，交通便捷，公司也提供所有同仁免費機車位，經理職以上汽車位。 

• Work Anywhere環境：我們提供work from home, work anywhere 的友善環境，讓有需求的同仁可隨時透過即時視訊與線上協作，達成最有效率的產出。 

• 全球合作夥伴：InQuartik與全球專利、法律、交易和併購的專業菁英結為夥伴，橫跨洛杉磯、華盛頓特區、東京、大阪、深圳等。 只要業務上有需求，您可隨時向他們諮詢，取得即時、深入的資訊洞見。

",https://www.104.com.tw/job/754af?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
瑞嘉軟體科技股份有限公司,【ML】Machine Learning Engineer / 機器學習工程師,"• Perform feature engineering, building and optimizing classifiers using machine learning techniques.
• Data mining using state-of-the-art methods.
• Design and implement software systems and tools for internal process automation based on data mining and machine learning techniques.
• Design, implement, and operate data analytics platforms for business intelligence analysis.
• Provide data insights and develop data intelligence solutions/reports for business decisions.
• Work with other teams to assist with data-related technical issues and support their data infrastructure needs.
• Evaluate and identify the use of new or existing software products and technologies.
• Perform other duties as necessary.","月薪55,000~142,000元",台北市內湖區瑞湖街58號8樓,"【MUST TO HAVE】
• Good experience with statistics skills, such as regression and classification.
• Familiar with machine learning algorithms and techniques, such as k-NN, Naive Bayes, and SVM.
• Familiar with deep learning algorithms and techniques, such as CNN, RNN, and LSTM.
• Experience in reinforcement learning, time series, and generative models.
• Good experience with data science toolkits, such as R, Python, Scikit-learn, Keras, and TensorFlow.
• Good knowledge of SQL databases and database query languages.
• Good experience with data cleaning, visualization, and reporting.

【NICE TO HAVE】
• Good skills in scripting and programming will be appreciated.
• Experience with processing large, multi-dimensional datasets is a plus.
• Experience with NoSQL is a plus.","✪  本公司所聘任之正職人員得享有以下福利；工讀生/約聘人員之福利則依公司其它相關規定辦理。

✪  具市場競爭力的優渥待遇 + 績效獎金(一年兩次，視年度營運及個人績效而定)。 
•  提供具競爭力的薪資及保障年薪。
•  年節獎金。
•  久任獎金。

✪  提供優於勞動法規的休假制度，讓員工都能充足休憩釋放壓力，也有更多時間與家人朋友相處。
•  一年12天特休，爾後每滿一年加1天，上限30天。
•  員工生日當月可享有生日假。
•  員工年度健康檢查當日，可享半天健檢假。
•  每年提供12天全薪病假。

✪  提供多項補助津貼，照護員工基本生活需求。
•  結婚禮金。
•  生育津貼。
•  生日禮券(金)。
•  住院及喪葬慰問金。

✪  提供周全的保險及醫療、健康等服務，關心員工健康狀態。
•  依據法規實行勞保、健保、勞退保險制度。
•  提供高額團體保險制度，以提高員工意外醫療保障。
•  提供員工年度定期健康檢查。(眷屬自付健檢費，可享有與員工同等的健檢項目)
•  健康整脊及按摩服務。

✪  規劃多樣休閒活動，讓員工在參與活動之餘，更能貼近及認知公司文化。
•  多元化的社團活動(拳擊有氧、拉丁有氧、健身活動及球類運動)。 
•  定期舉辦慶生會(外燴或包場電影欣賞)。
•  每季部門聚餐。
•  年度國外旅遊。(已旅遊景點：杜拜、澳洲、法國、荷蘭、比利時、日本、沖繩、泰國、韓國、香港、峇里島、持續環遊世界中…)

✪  提供一個充滿活力和人性化的美式工作環境，讓員工在工作與生活中保持平衡，樂在工作。
•  免費供應飲料、現煮研磨咖啡、點心及水果。
•  免費休閒娛樂設備，籃球機、撞球檯、桌球檯、按摩椅等。

✪  重視夥伴們的成長與職涯學習，不定期舉辦內訓、講座課程，讓員工吸收新知，並鼓勵員工自我進修。 
✪  規劃彈性上班時間，讓員工在上下班尖峰時間，免於塞車之苦。
✪  凡從以下地區至本公司參加面試應徵者，提供車馬費補助：新竹以南、花蓮、台東。",https://www.104.com.tw/job/5xblu?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大潤發流通事業股份有限公司(總公司),支援辦公室 - 資料探勘處 專員,"<公司簡介>
法商歐尚集團在台子公司
台灣零售量販領導品牌之一
成立於1996年，在台深耕超過20年
目前全台共有21間分店、3間無人店及1間便利店
RT-Mart International Ltd. is a subsidiary of Groupe Auchan, a French international retail group, and is one of the leading distribution brands in Taiwan.
RT-Mart has been established in 1996, now we have 21 branches, 3 mini stores and 1 convenience store. 


<工作任務>
1.應用資料探勘方法建立客戶分群、關聯規則與行為預測等數據模型，並與行銷團隊密切合作，規劃會員行銷活動，評量追蹤活動成效
2.跨部門合作、應用數據分析並協助各部門優化與改善現有流程，提升效率
3.透過分析客戶行為模式，發展客戶經營策略，提升客戶價值
4.與法國歐尚數據科學團隊(Auchan retail data)合作發展數據模型
5.與資料管理師共同規劃與管理數據超市
6.執行相關數據分析專案


",待遇面議,台北市內湖區新湖一路128巷36 號2樓,"1.熟悉R語言(或Python )、SQL語法
2.有BI工具使用經驗 (Tableau) 
3.具良好溝通能力及邏輯思考能力強
4.對數據科學工作有高度熱忱
5.對應用分析解決商業問題有高度興趣者
6.具1年以上數據建模經驗者尤佳","＜For 身心＞
◆團保
◆定期健康檢查
◆勞工退休金提撥

＜For 生活＞
◆三節禮卷
◆結婚及生育津貼
◆子女獎助學金
◆生日禮品

＜For 休閒＞
◆社團活動及運動日
◆員工旅遊補助
◆員工購物優惠
◆特約商店優惠",https://www.104.com.tw/job/6kbfg?jobsource=jolist_a_relevance,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
聯成數網股份有限公司,AI_資料科學線上課程編輯實習生(兼職),"聯成數網所研發Cupoy AI學習社群( www.cupoy.com )已累積上萬名熱愛機器學習與深度學習的同好在社群裡一同共學，如果你對資料科學 (機器學習、深度學習)或資料工程等領域有興趣、口條清晰且有心往知識型網紅或教學領域發展，歡迎你一同加入Cupoy AI教學團隊。 

【工作內容】 
- 將Cupoy上的簡報教材重新消化並錄製成影音形式的內容。
- 本工作以線上參與為主，無論你在什麼地方都可以參加 。
- 你可使用正職工作以外的時間參與，時段自由，不影響正職工作 . 

【工作報酬】 
- 工作報酬以影音節目的錄製時長計價(面議)。

【必要條件】
你需熟悉下列任二項以上的知識技能 (★任2項即可)
- 熟悉Python 與Python相關的資料科學、scikit-learn等函式庫；熟悉Anaconda / Google Colab 開發環境。
- 熟悉資料特徵工程、資料預處理技術
- 理解AI演算法並能以程式方式推導講解。
- 其它AI相關新知的蒐集與匯整能力

【加分條件】
- 有實務教學經驗者佳
- 對AI有高度學習熱忱，願意與人協作共學
- 對自身職涯有明確規畫，有高度企圖心 

【為什麼要加入Cupoy AI專家社群】
- 工作時間自由，你可以發揮斜槓力建立個人品牌，累積個人長期被動收入。
- 你可以將你的專業與知識創造價值，轉化為實際的收益。
- 你會跟非常優秀的AI專家一同參與課程規畫與知識分享。
- 你可以和學員一起教學相長，從解決學員的問題中得到成長並創造收益。
- 你可以讓更多人認識你在AI與資料科學/資料工程的相關專業，強化你的個人品牌。

【平台介紹】
■ Cupoy 知識服務電商服務 www.cupoy.com
介紹短片 : https://youtu.be/6h0ieoU1_i0
",待遇面議,台北市大同區長安西路150號14樓之1,,"1、員工股票權擇權，真正將員工視為事業的合作夥伴與公司重要資產 。

2、多個充滿潛力的垂直電商服務與極佳的升遷機會。

3、公司位於台北火車站附近，五鐵共構交通方便，附近的美食也很多。

4、上班時間自由掌握，前後1小時彈性上下班(10:00 ~ 19:00)，中午休息時段自行選擇。

5、自由開放的工作環境及工作氛圍,讓上班不再是高壓的代表。

6、輕鬆自然的辦公穿著,作自己無拘束。

7、開放型組織,與上層主管可以完全自由溝通。

8、依照勞基法令給予員工應有的假期及符合法令規定的天數,例如:產檢假、陪產假、生理假、生育假、喪假、婚假......

9、學習成長: 1.不定期舉辦企業內訓及鼓勵員工參與外訓課程 2.定期進行公司內部訓練,分享大家有興趣的議題

10、獎金禮品：年終獎金、績效獎金、三節禮金或禮品、公出交通費補助...等。

11、每人配有2個22吋以上低藍光雙螢幕，保護長期用眼的你。

12、其它：不定期員工聚餐、員工內部研討補助等
",https://www.104.com.tw/job/77bf2?jobsource=jolist_a_relevance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
華卡企業股份有限公司,（獵才）知名企業｜智能資訊部-影像/大數據/物聯網工程師｜新竹,"【工作內容】
1. 影像相關專案之開發
2. 物聯網相關專案之開發
3. 導入AI相關之技術與落地應用
4. 進入工廠了解現場使用者之需求與訪談，在有限的資源下開發出提高工廠產值之專案
5. 架設相關工業物聯網架構，三年內目標為建立影像處理與物聯網平台

【人員缺額】
1. 影像工程師＊1名

2. 大數據工程師＊1名

3. 物聯網工程師＊1名
","月薪70,000~90,000元",新竹縣新埔鎮,"1. 影像工程師 : 有資料科學、機器學習、深度學習基礎，並熟悉 Caffe、 TensorFlow、 OpenCV、 Keras、PyTorch (or related CV tools)等 Framework和 CV 遷移學習相關應用者佳。

2. 大數據工程師 : 有資料科學、機器學習、深度學習基礎，並熟悉 data pre-process、Feature extraction、Dashboard以及Tibco (or related machine learning tools)等技術和機器學習相關應用者佳。

3. 物聯網工程師:熟悉NodeRed、MQTT、MangoDB、IoT Sensor，具有OT相關經驗尤佳。

",,https://www.104.com.tw/job/714v1?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
諾威量測設備股份有限公司,Field Algorithms,"Role & Responsibilities:
•	What will you do as a field algorithm engineer?
o	Perform R&D on metrology using multiple tools like simulations and extensive analysis of data.
o	Work under headquarters’ R&D algorithms and closely with application organizations.
o	Algorithm and application development in the areas of machine learning and physical modeling.
o	Write and present detailed reports and reviews.
o	Write specifications, design documents, presentations.
o	Be expert on Nova tools – MARS, NovaFit, and the metrology tools.
o	Investigate new tools and features adopted by advanced customers for advanced nodes.

•	What will make you succeed in the role?
o	The capability to thrive in a multi-disciplinary environment.
o	Excellent communication skills and team player.
o	Be initiative and able to work independently. 

",待遇面議,新竹市東區慈雲路118號23樓-1,"· PhD/MsC in physics or similar (material science\semiconductor\electrical engineering\optics\math\similar).
· High proficiency in written and spoken English.
· Permanently located at advanced customer R&D site.
· Travel to Israel – for relatively long periods of time (up to 1 month each time).
· Programming – python proficient.
· Machine learning and data science experience - advantage
· Experience in the semiconductor industry – advantage","•	保障年薪14個月
•	年度績效獎金
•	汽車津貼、伙食補助、個人網路津貼
•	完善職能訓練
•	團險（包含眷屬及子女）及員工個人高額意外險
•	優惠方案自費父母醫療險 
•	優於勞基法的休假，第一年依比例享有14天特休，有薪病假6天
•	三節獎金、五一勞動節獎金
•	員工推薦獎金、生育獎金、結婚津貼、喪葬津貼
•	優於勞基法的退休金提撥&久任獎金
•	資深員工年資獎
•	零食吧，咖啡飲品無限提供
•	社會責任計劃：偏鄉give shoes give love，STEAM志工日，run for earth等",https://www.104.com.tw/job/78syh?jobsource=jolist_a_relevance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
華邦電子股份有限公司,軟體類--Data Scientist (竹北),"【邀請您將104履歷同步上傳至華邦官方網站，將使您的履歷優先被主管看見】此職缺履歷登錄網址:https://bit.ly/31YMJh9

[Summary]
Winbond is building a data intelligence team to increase productivity, data capability, and business impact. This team is in charge of enterprise data platform, AI and BI solutions to empower not only business operation but also strategic decisions. We are looking for Senior Data Scientist to join this new and world-class data intelligence team. You'll collaborate with other Data Scientists, Data Engineers, and various domain-subject experts to build and enhance data intelligence applications.

[Responsibilities]
•Leverage data across departments and from multiple sources to discover core intelligence about customers, and products, etc. •Help identify business opportunities and provide actionable insights through analysis or models.
•Collaborate with teams across Winbond to identify opportunities in productivity enhancement, to propose and implement solutions.
•Collaborate with Data Engineers, domain experts, and users to build enterprise data platform.
•Proactively learn state-of-art of data science, technology and best practice. Share and promote critical mindset, concepts, knowledge, tools across Winbond. 
•Explore and enable AI technologies in the various domains such as electronic circuit design.",待遇面議,新竹縣竹北市,"[Required Qualifications]
•Passion for finding insights in data and driving changes based on those insights.
•Passion for understanding new domain knowledge, learning new skills, and experimenting new practices.
•Strong analytical skills. Ability to quickly grasp new concepts and identify problems.
•Strong working knowledge in one or more following areas: machine learning, data mining, time-series analysis/modeling, optimization algorithms, re-enforcement learning, NLP, statistics.
•Strong working knowledge of programming languages, such as SQL, R, Python, and java.
•Knowledge or experience in IC circuit design, IC compiler flow, IC testing and analysis, semiconductor fabrication, or memory IC development (DRAM, Flash, etc.), is a plus.
•Experience in BI tools (Tableau, JMP, PowerBI, Spotfire, etc.) is a plus.
•Excellent project management, communication, and leadership skills including producing quality deliverables under tight deadlines.
•Great interpersonal skills and ability to work in a collaborative environment and cross-functionally.","更多資訊與履歷投遞請上華邦官網 https://careers.winbond.com/

擁有健全的福利制度及利潤共享的員工分紅制度、庫藏股認購權利、員工認股權憑證發行、多元的現金激勵制度，每位員工更享有周全的醫療保險（勞、健、團保），以及透過完善的內外部訓練，輔導員工做生涯規劃培養人才。",https://www.104.com.tw/job/7183n?jobsource=jolist_a_relevance,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
星擊科技股份有限公司,資料工程師 Data Engineer,"1. 開發及維運資料倉儲系統
2. 建立 ETL流程來收集、處理、重整資料
3. 分析資料以預測
4. 熟悉機器學習演算法與建模

MUST to have：
• Good experience with statistics skills, such as regression and classification.
• Familiar with machine learning algorithms and techniques, such as k-NN, Naive Bayes, and SVM.
• Familiar with deep learning algorithms and techniques, such as CNN, RNN, and LSTM.
• Experience in reinforcement learning, time series, and generative models.
• Good experience with data science toolkits, such as R, Python, and TensorFlow.
• Good knowledge of SQL databases and database query languages.
• Good experience with data cleaning, visualization, and reporting

Plus：
- Design, implement, and operate data analytics platforms for business intelligence analysis.
- Provide data insights and develop data intelligence solutions/reports for business decisions.

","月薪45,000元以上",新竹市東區慈雲路118號17樓之1,"1. 具有三年以上的軟體開發經驗尤佳
2. 基於雲端解決方案來建立大規模 ETL流程的經驗
3. 利用 SQL, Python, R來建立資料模型
4. 根據資料說故事及表達的能力
5. 擁有產業領域(如製造業、零售業等)資料know-how尤佳","★勞、健保
★視公司營運狀況提供年終獎金、績效獎金
★提供溫馨小點、膠囊咖啡
★自備電腦補助
★暢通的升遷制度及穩定調薪機制
★重視員工職涯發展，鼓勵員工在職訓練、進修，積極取得各項專業認證
★週休二日",https://www.104.com.tw/job/73w3o?jobsource=jolist_a_relevance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
果實夥伴股份有限公司,Data Analyst資料分析師,"資料分析師主要是執行數位廣告的資料分析工作，整理過往領域知識，發掘潛在的洞察關係，因應公司內部或廣告主的問題或需求。

【工作內容】
1. 以統計與資料科學技術分析數位廣告資料，探索廣告執行與成效間的的關聯，並據此提出分析報告。
2. 執行資料分析報告工作，說明分析結果與洞察，並協同內部團隊以提出可行的執行方案。
3. 以視覺化工具建立分析 Dashboard，如 Google Data Studio 或 Superset，呈現資料分析報告，長期持續追蹤分析報告。
4. 研究或開發不同的技術方案，優化分析程序的效率與報告品質，增進團隊資料分析能量。

【基本要求】
1. 熟悉分析技巧與工具，例如統計知識與技巧、SQL語法、Python、R、視覺化工具等。
2. 有能力以Python或R將分析過程自動化。
3. 良好的資料分析技術，能從資料中指導有意義的資訊與知識。
4. 良好的溝通技巧，以便能從瞭解內部或廣告主的需求，也能表達說明資料分析的結果。
5. 對資料分析充滿熱情並具備程式開發之熱忱與積極性



",待遇面議,台北市內湖區瑞光路610號2樓,"【加分項目】
1. 數位廣告產業的工作經驗。
2. 具有機器學習的初步概念，曾經使用機器學習進行分析尤佳。
3. 會使用 Google Cloud Platform, Spark 進行資料處理與分析更好。
","果實重視夥伴關係，我們強大創新能力來自於跨越部門界線，互相激盪產生合作無間的工作團隊氛圍

【果實福利夥伴】
◆上下班彈性工時
◆優於勞基法給假，到職即享有特休假
◆線上線下課程、講座、研討會等訓練費用補助
◆不定期讀書會、部門教育訓練、職能強化方案
◆年度關鍵工作項目及個人發展計劃訂定
◆生日禮金、喜慶紅包
◆員工團保、喪病補助
◆運動健身、健康檢查

【果實歡樂夥伴】
◆年度旅遊一起揪團出遊
◆小周末活動一起同歡
◆部門聚餐一起吃喝玩樂
◆尾牙春酒一起迎接新年度
◆節慶禮品祝您過好節
◆年終獎金讓您過好年

【果實舒適夥伴】
◆新穎愉悅的辦公環境
◆先進的辦公資訊設備
◆專業友善的工作夥伴
◆新鮮香醇的研磨咖啡
◆動腦後最需要的零食區
◆每週癱軟抓龍日

OneAD秉持Open internet的開放與創新的精神，誠摯邀請懷抱熱忱的您，一起擁抱理想實現新創的願景，透過不斷精進學習達到個人與團隊的自我實現！OneAD將會成為您大展身手、揮灑才能的最佳舞台。
",https://www.104.com.tw/job/796q0?jobsource=jolist_a_relevance,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
聯成數網股份有限公司,AI_資料科學顧問專家長期合作(兼職),"聯成數網所研發Cupoy AI學習社群( www.cupoy.com )已累積超過萬名熱愛機器學習與深度學習的同好在社群裡一同共學，我們正在招募更多熱愛AI知識分享的專家或同好一同加入AI知識的研習教學，如果你對AI相關的知識分享、AI專題實作或組團競賽有熱忱，希望找到自己專業發揮的舞台與知識變現的機會(近期累計發給專家的版稅分潤與獎金已超過350萬)，歡迎一同加入Cupoy AI學習社群。  

【工作內容】 
- 規畫與製作針對學生與在職人士AI知識課程、新知文章或用戶問答回覆。
- 本工作以線上參與為主，無論你在什麼地方都可以參加 。
- 你可使用正職工作以外的時間參與，時段自由，不影響正職工作 . 

【工作報酬】 
- 工作報酬為課程版稅分潤與線上參與社群之貢獻值獎金，版稅可創造長期被動收入。

【必要條件】
你需熟悉下列任二項以上的知識技能 (★任2項即可)
- 熟悉Python 與Python相關的資料科學、scikit-learn等函式庫；熟悉Anaconda / Google Colab 開發環境。
- 熟悉資料特徵工程、資料預處理技術，有實際處理過大規模資料集的資料前處理經驗
- 熟悉Python網路爬蟲的基礎與進階技術
- 熟悉NLP自然語言處理與機器學習/深度學習，並有相關的實務經驗 (業界、比賽、教學)
- 熟悉CV電腦視覺與機器學習/深度學習技術，並有相關的實務經驗 (業界、比賽、教學)
- 熟悉其它的深度學習技術，如GNN(Graph Neural Network)、RL(Reinforcement learning) ......，並有相關的實務經驗 (業界、比賽、教學)
- 熟悉各種AI演算法的原理與推導，並能以程式方式講解。
- 其它AI相關新知的蒐集與匯整能力

【加分條件】
- 有實務教學經驗者佳
- 對AI有高度學習熱忱，願意與人協作共學
- 對自身職涯有明確規畫，有高度企圖心 

【為什麼要加入Cupoy AI專家社群】
- 工作時間自由，你可以發揮斜槓力建立個人品牌，累積個人長期被動收入。
- 你可以將你的專業與知識創造價值，轉化為實際的收益。
- 你會跟非常優秀的AI專家一同參與課程規畫與知識分享。
- 你可以和學員一起教學相長，從解決學員的問題中得到成長並創造收益。
- 你可以讓更多人認識你在AI與資料科學/資料工程的相關專業，強化你的個人品牌。

【平台介紹】
■ Cupoy 知識服務電商服務 www.cupoy.com
介紹短片 : https://youtu.be/6h0ieoU1_i0
",待遇面議,台北市大同區長安西路150號14樓之1,,"1、員工股票權擇權，真正將員工視為事業的合作夥伴與公司重要資產 。

2、多個充滿潛力的垂直電商服務與極佳的升遷機會。

3、公司位於台北火車站附近，五鐵共構交通方便，附近的美食也很多。

4、上班時間自由掌握，前後1小時彈性上下班(10:00 ~ 19:00)，中午休息時段自行選擇。

5、自由開放的工作環境及工作氛圍,讓上班不再是高壓的代表。

6、輕鬆自然的辦公穿著,作自己無拘束。

7、開放型組織,與上層主管可以完全自由溝通。

8、依照勞基法令給予員工應有的假期及符合法令規定的天數,例如:產檢假、陪產假、生理假、生育假、喪假、婚假......

9、學習成長: 1.不定期舉辦企業內訓及鼓勵員工參與外訓課程 2.定期進行公司內部訓練,分享大家有興趣的議題

10、獎金禮品：年終獎金、績效獎金、三節禮金或禮品、公出交通費補助...等。

11、每人配有2個22吋以上低藍光雙螢幕，保護長期用眼的你。

12、其它：不定期員工聚餐、員工內部研討補助等
",https://www.104.com.tw/job/6z44g?jobsource=jolist_a_relevance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
